DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,9,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,6,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,35,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,90,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4245,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,303,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,188000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,310,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,290,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,220,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,55,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4536,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,7000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4920,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-16,0:00:00,,,,,Water Bottle,Fecal Coliform,,,301,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-17,0:00:00,,,,,Water Bottle,Fecal Coliform,,,49,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-17,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,45,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,395,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1040,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,53,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,55000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,505,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,660,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1170,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,54,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,100,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-23,0:00:00,,,,,Water Bottle,Fecal Coliform,,,29,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,157,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,62,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,85,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1510,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,73,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,64665,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,50,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,150,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,620,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-30,0:00:00,,,,,Water Bottle,Fecal Coliform,,,130,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-30,0:00:00,,,,,Water Bottle,Fecal Coliform,,,26,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennDown,Kennebecasis Bay Downstream,45.32972222,-66.08,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennUp,Kennebecasis Bay Upstream,45.31166667,-66.09888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,100,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,50,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,14,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,408,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,280,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,180,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,142000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,98,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeDown,Spruce Lake Downstream,45.24388889,-66.1525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,700,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeUp,Spruce Lake Upstream,45.239564,-66.15554152,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,12,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,150,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1999-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,120,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,28,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennDown,Kennebecasis Bay Downstream,45.32972222,-66.08,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,13,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennUp,Kennebecasis Bay Upstream,45.31166667,-66.09888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,6,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,600,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookUp,Mellinger Brook Upstream,45.28055556,-66.19944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1876,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,316,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,284,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1999-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,25,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1720,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,165,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,98,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,160000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,186,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeDown,Spruce Lake Downstream,45.24388889,-66.1525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1067,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,9,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennDown,Kennebecasis Bay Downstream,45.32972222,-66.08,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennUp,Kennebecasis Bay Upstream,45.31166667,-66.09888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,23,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookUp,Mellinger Brook Upstream,45.28055556,-66.19944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,57,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,57,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,78,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1999-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,31,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1300,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1999-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,477,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
